Index,Text,Score
8283,The second problem is that we do not issue invoices for these orders,0
8284,Only the receipt that you should have received already,0
8285,""" OK, I used their site to buy their software, they allowed me to enter my company's name in the corresponding field, and then, all of a sudden, I cannot get an invoice",0
8286,"The argument about the licensing issue is just laughable - I own about 40 software titles and all have been bought with invoices, it is only Britannica sales that feel special in this respect",0
8287,"I said, I am buying Britannica out of the goodness of my heart, and all I ask for in return is that the invoice is issued in my company's name so as to claim back $4 in taxes - but, no, they will not do it",0
8288,That is very regrettable,-1
8289,It is also bad customer service,-1
8291,"Speaking of bad customer service, they never sign their emails to customers",0
8292,"I am signing my name, and the person (or people) I am communicating with are always faceless, have no names and remain hidden behind the neutral phrase ""Britannica Customer Service""",0
8293,"Have good business practices never reached Britannica?

7",0
8294,This is a major drawback: Britannica does not download any updates to your HDD,-1
8295,"They are made available through a special tab, but they are separate from what you have initially bought and Britannica likes to keep it that way",0
8296,This is very inconvenient,-1
8297,"The updates cannot be searched through the normal encyclopaedia search, so they are not truly accessible, unless you would like to search two times for every item",0
8298,"I like running the software (although it takes a fairly long time to start), going through the different options, reading the articles",0
8299,But I like all software and using dictionaries is what I do for living,1
8300,"If you are OK with the shortcomings listed above, I can recommend buying Britannica",0
8301,I was needing a definitive source rather than just using the internet and wikipedia to do research,0
8302,I also noted that the APA citations are at the bottom of every article,0
8303,"So it makes citing your sources really easy, just cut and paste",1
8304,No more using the INK book to figure out how to properly cite a source,0
8305,It is not a complete encyclopedia and most of the articles are very short,0
8306,"However, it does give you other sources to seek out and get a more detailed explanation",0
8307,"I am disappointed that Lewis ""chesty"" Puller is nowhere to be found in the encyclopedia",-1
8308,"Of all the great war time quotes, his are at the top of the list, he is also highly decorated and was involved in 3 plus wars",0
8309,"So I am sad to say that Britannica did forget something, or maybe they forgot it on purpose, I am not sure",0
8310,Overall good purchase,1
8311,I love this Britanica DVD,1
8312,The whole thing can install on your computer if you have the space,0
8313,"I love the print Britanica encylopedias, because they contain more comprehensive articles than others",1
8314,"Prior to using this DVD encyclopedia I used Encarta 2005, I think, and it was not nearly as comprehensive as this dictionary",0
8315,"I love this software Encyclopedia, and in my opinion, everyone should own a encyclopedia set and this is a very affordable and space saving solution",1
8316,Britannica 2011 Ultimate Edition Is a good and fairly quick electronic encyclopedia,0
8317,Much of it though is useless to me,-1
8318,"What adult really cares about the elementary library for example?  Also, I don't see the point of ""The Brain"" which just looks like a fancy flow chart",0
8319,"I wish Britannica would focus on more specialized encyclopedias, and not these one size fits all editions",0
8320,More detail would also be nice,0
8321,but for basic information it is there and accessible,0
8322,Use this only as a starting point for your research,0
8324,"the encyclopedia brittanica is okay ! it has 3 encyclopedias, 1 from children but, I like the old 2003-2004 version better than this one but so far",0
8325,and it also has a dictionary which is good for college students,0
8326,"It's not a bad electronic encyclopedia, I just feel like Britannica has gotten a little slack in there detail writing on topics in recent yrs",0
8327,"My dad has a complete set from the 1890's and the articles were much more in depth back then, It's not just Britannica though others have gone the same way",0
8328,"However this is great for school aged kids which is what I really got it for, it has a separate  library for them that is aimed at their age groups",0
8329,If it was a little more in depth I would have given 5 stars,0
8330,Coming from Encarta 2007 this is a huge upgrade,0
8331,From what I've seen the articles are very detailed,0
8332,"The ability to open multiple articles and switch is great, and something I'd been looking for",0
8333,Britannica allows you to switch the level between adult and certain grade levels and it's actually useful,0
8334,The same search results in slightly different versions,0
8335,Hands down worth the money,1
8336,I feel like I can research anything and do it efficiently,0
8337,I am more skeptical than the day is long and believe little of what I read,0
8338,I had few choices for Hebrew and gave RS a spin,0
8339,I was stunned at its effectiveness!  I have a knack for language but felt out of my comfort zone with an Arabic base,0
8340,"I just did it and after the first in-person tutoring session, opted for the complete package",0
8341,I dutifully take an on-line lesson each week - but it is still a bit uncomfortable,0
8342,"Regardless, I am a satisfied customer and have used Babbel and Duolingo",0
8343,Rosetta is bettah,0
8344,I am very pleased with the Rosetta Stone format for language learning,1
8345,I now believe it is possible for me to learn Hebrew via this program,0
8346,"Prior to this, I didn't think I could learn such a different language, especially as an adult",0
8347,It is possible !!!! Shalom !,1
8348,"People have been praising these programs for a while now and I can understand why, but I think an exception has to be made for the Hebrew version, and I'll explain",0
8349,I purchased this back in January of this year to prepare for my up-coming trip to Israel in June,0
8350,I did have a very small vocabulary already of some Hebrew words and phrases before I bought this,0
8351,"In all I would say I knew about 100 words, and short phrases such as asking someone how they are, and I did learn how to tell someone that I did not speak Hebrew and ask if they spoke English",0
8352,"Very basic, but still maybe more than a lot of people getting this program",0
8353,So here is what I do not like about it,0
8354,"I understand the importance of immersion, and there is not a speck of English in these lessons, and that is the problem, because no English also means no written English as well",0
8355,"When pictures are put up you will hear the Hebrew word for it, and it will also be spelled using the Hebrew Alphabet, which of course means nothing to me, or to you if you don't know Hebrew, you obviously don't know the Alphabet",0
8356,It would be nice if they had a phonetic spelling of the words in English (like the Hebrew-English phrase books that I own),0
8357,"I find this to be a big help, being able to read the word helps me to remember and associate the picture to the word, and also helps with pronouncing it",0
8358,"To be honest, I have gotten more useful Hebrew out of the Pimsleur series of introductory Hebrew",0
8359,"With that I can already speak complete sentences and have small conversations, and order in restaurants etc, and those I can listen to in the car, or at the gym and they cost much less",0
8360,"As you can see between Rosetta, Pimsleur, and my phrase books, I have taken learning Hebrew pretty seriously, and have invested a good amount on it",0
8361,"I won't say that I have not gotten anything out of Rosetta Stone, but it is not as magical as the adds that you may have seen make it out to be, and again, I think this may pertain to languages where the alphabet and the characters are so different from English",0
8362,The last criticism that I have is the included audio files that you get with it that you can download to iTunes,0
8363,I was really excited about that until I played them,1
8364,All they have is someone saying the Hebrew words from the lessons on them,0
8365,"Not even the English word first, then the Hebrew word so that you know what it is",0
8366,It is like listening to a Hebrew movie or TV show with your eyes closed,0
8367,You have no idea what the word means if you don't already know it,0
8368,"And if you have heard the word before but are not 100% sure on what it is, there is nothing to remind you, either you know it, or you don't, and that is confusing and frustrating",0
8369,I don't know how anyone could find that useful,0
8370,"After about 15 minutes of listening and realizing this I didn't even bother listening to another, and went right back to my Pimsleur cd's",0
8371,"Everyone learns differently, so what is not helpful for me, may be fine for you, but if you think this type of immersion learning is right for you, then go for it, because if you can learn that way, then I think you'd be rocking Hebrew in no time",0
8372,The Rosetta Stone Hebrew Level 1 is a beneficial software program for those who are studying in the ministerial field,0
8373,This step-by-step tool provides the necessary tips for absorbing a new language and is a fantastic learning tool,0
8374,I will consider learning other languages with this program,0
8375,The Product is amazing,1
8376,the only problem is it didn't go over the basics like alphabet and number first,0
8377,I am amazed at how much i have learned still via this product,1
8378,Only bad part is my computer crashed and i now own a Mac,0
8380,Rosetta Stone is the easiest way to learn a language at home,1
8381,"I've learned several languages, but home study programs never really worked for me",0
8382,This one is an exception,0
8383,It really helps one to start thinking in the native language,1
8384,I highly recommend this program,1
8385,"After the initial difficulty of figuring out how to use the program and make progress, I got to enjoy it more",1
8386,Haven't finished yet,0
8387,This could not be a stand-alone method,0
8388,You'd have to read and learn verbs and other structure,0
8389,"But a very attractive compination of pictures, the printed word, hearing and repeating audio, and learning to remember from the sound or picture how to write the answer",0
8390,Very good!,1
8391,Make sure you get the latest version - the box set that was shipped was multiple versions past and I had to have several conversations with Rosetta customer service to get a workable version download,0
8392,This after the CSR somewhere overseas wanted me to give them permission to direct access to my computer???? Took multiple calls to get this sorted out because the updated download code I was promised never arrived,0
8393,I love this product,1
8394,I live in germany so learning german helps me to communicate with the people around me,1
8395,It's really easy to understand and the way you learn its easy to pick up really quickly,1
8396,I promised my wife I would learn her native language and now that I have retired I have time,0
8397,"Great teaching method
just as promised glad I brought this and I will also be purchasing a Spanish course after mastering German",1
8398,"My husband used both Rosetta Stone and Pimsleur and, hands down, Pimsleur is better for conversational purposes",0
8399,"For instance, Pimsleur employs different speakers and encourages you to make up your own responses",0
8400,Don't believe the hype from the airport kiosks,0
8401,"&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pimsleur-German-I-Comprehensive-CDs-Second-Edition/dp/0743518365/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pimsleur German I Comprehensive CDs, Second Edition</a>",0
8402,I love the Rosetta Stone system of learning German! The pictures are modern and they are combined with words and phrases in both a written and speaking format,1
8403,There is also an audio companion to help practice using a CD player or IPOD,0
8404,There are fun stories and games at all levels so you can practice what you are learning,0
8405,I am really excited about it and feel I have already learned more with this system than with any other lessons that I tried,1
8406,I would highly recommend the Rosetta system of learning a new language!,1
8407,I attended a private school when I was younger and had 2 years of German language,0
8408,"Later, I switched to a public school and the language receded into my subconscious since I had no one to communicate with",0
8409,"Throughout the years, I made several attempts to re-learn the language and gave up in frustration",0
8410,"I wanted to be able to think in German again, but the teaching methods created a translation process in my mind",0
8411,"Finally, I decided to give Rosetta Stone a try and have completed levels 1 through 3",0
8412,"This program helps build a solid foundation of the language because you are learning through association, not translation",1
8413,The lessons help you develop both spoken and written language,0
8414,"As I progressed with the lessons, the content made sense and I found the Adaptive Recall sessions to be extremely helpful in retaining what I had learned",0
8415,I also noticed significant improvement in my comprehension and understanding of the language,0
8416,"And, when exposed to German (outside of the software), I was naturally isolating unfamiliar words and determining the context to accurately interpret the meaning",0
8417,(Which I later verified by looking up the unfamiliar words,0
8418,")

The only negative that I found with this program is with the voice recognition technology",0
8419,"It works well for the most part, however it has not been perfected yet",2
8420,It works by comparing sound patterns,0
8421,"So if the native speaker uses a different tone or speed for a particular phrase, you must replicate that exactly or the software won't recognize that it's correct",0
8422,Sometimes I pronounced a phrase precisely and had to endure several frustrating attempts for the software to acknowledge this,0
8423,"Other times, I said the wrong phrase, but the software considered it correct because the tone and speed matched the native speaker",0
8424,"(For example, the phrase was informal ""Was machst du gern"" but I said formal ""Was machen Sie gern""",0
8425,")

I was so pleased with the results of this program that I later bought Rosetta Stone Italian levels 1 through 3",1
8426,"I highly recommend Rosetta Stone for building a solid foundation of a language and if you would like to think in that language, rather than have a translation process in your mind",1
8427,Please don't take offense the title of this review,0
8428,I just wanted to get your attention,0
8429,"I do not claim to be smarter than you, just more expert in foreign language teaching and learning",0
8430,Full disclosure: I have taught French since 1967,0
8431,"My first issue with this product is that the sequence of lessons, suitable for Romance Languages (I found Italian and Spanish very useful), works much less well for German",0
8432,German is not  Portuguese or French,0
8433,"It, like Latin, has three genders",0
8434,Nouns are declined,0
8435,"The agreement of articles and adjectives with nouns is, initially, quite daunting",0
8436,"As a result, Rosetta Stone German lesson presenting elementary concepts frequently require the learner to employ more advanced words and forms with which he/she is unfamiliar",0
8437,That makes a correct response practically impossible,1
8438,A recipe for frustration? Obviously,0
8439,"Why do it this way? Because that order of presentation works so great for French, of course!

I have already studied German (that was 48 years ago, but I still recall a ton, although I don't know where my keys are), so this program is fine for me",0
8440,i know where the bodies are buried,0
8441,"This is by way of warning you that you had better have a firm grasp of English grammar, or be a language professor, or be exceptionally adept at language learning, or you will never use this application after an initial, disillusioning try",0
8442,"Technically, I've found minor glitches during the first couple of hours of use: e",0
8443,", instead of the sequence prompt - time to answer - verification, one lesson has time to answer -prompt- verification",0
8444,"Minor, but initially confusing to me, who have written many language exercises",0
8445,"What would a novice would make of it?  Not very much, you can be sure",0
8446,"The worst thing about Rosetta Stone products is that the company sees itself as an adversary of language learners, not an ally",-1
8447,They are offensively defensive over their intellectual property,0
8448,"To study Italian, I had to schlepp around a fragile DVD from home to work to weekend home",0
8449,Spanish was fine,1
8450,But installing German has been pure torture: Rosetta Stone is not allowing me to install German in Princeton for weekend use,0
8451,And Rosetta has intentionally or accidentally created an infinite loop: you are told that you can use some of the features without registering the product,0
8452,Just try! Prepare to be enraged,0
8453,Rosetta Stone throws around nickels like manhole covers,0
8454,Prices are way high,-1
8455,Substandard language teaching techniques abound,0
8456,"Hire a first-rate teacher for each language, not just clueless native speakers",0
8457,"Were I running the show, I would work much harder on making my software perfect and my customers happy",0
8458,We've all seen how Apple does it,0
8459,Rosetta Stone is technologically on the right track,0
8460,"Pedagogically, not so much",0
8461,"These are computer people, not language teachers",0
8462,"Otherwise, they would never  fail to approach each language as a unique challenge to learners; a cookie-cutter, one-size-fits-all approach respects neither the language nor the student",0
8463,I have no better suggestion than Rosetta Stone for learning materials for German,0
8464,"Beginners, buy only level one",0
8465,"If you can work with it, good for you! Buy the whole course",0
8466,It's wonderful to learn a new language,1
8467,"I seriously doubt, however, that one student in ten will be able and willing to stick it out to the end of the first level",0
8468,And that is a terrible shame,-1
8469,My 4year old son is learning well as I had hoped,0
8470,his dad is spanish and he could not translate to his son since his dad only speak spanish  but since this order come to our home it help his dad and our son both ways,0
8471,I am very pleased with hook on phonics thank you so much for sending it very fast,1
8472,I bought this item for my 6 year old nephew and he will actually depart from his favorite shows to learn Spanish on the computer!  He has a lot of fun with it and likes to incorporate his new Spanish words into his regular conversations,0
8473,He was learning from the very start,1
8474,Great product!  Thanks Hooked on Spanish!!!,1
8475,"Both my daughter and I are born students, so we think the ""fun"" factor of this set is a 5-star",0
8476,I recently purchased this set for my just-turned six year old daughter to support her continued learning of the language,0
8477,"We have found this set to be a high quality, excellent learning tools that are well-thought out and well-executed for this age range",0
8478,"The learning is basic yet provides appropriate and seamless supporting materials (flash cards, workbook, story book)",0
8479,"In my experience, sticker charts are popular and encouraging to this age group and the vocabulary pace (colors, numbers, shapes, etc",0
8480,) is the perfect entre into encouraging the young student without frustrating them,0
8481,"My daughter was easily able to navigage the software, despite having had minimal exposure to computer games up until this point",0
8482,"The graphics were engaging and smooth, even on our nine year old Dell Dimension PC",0
8483,"This set alone is NOT going to create a fluent speaker, obviously; the lessons are too basic",0
8484,"However, there are many, many excellent skills and lessons to be learned by just sitting down and completing one 15-minute lesson per day/week, etc",0
8485,"Not only are there benefits to learning to speak and think in another language and appreciate another culture, but the act of simply sitting down and seeing that learning can be fun has many benefits as well",0
8486,Doing this on a regular basis also sets the stage for homework that begins in the first grade,0
8487,"That said, it's like anything",0
8488,it IS what you make of it,0
8489,"Not all children may be patient enough to sit down and be engaged by a task that seems ""educational",0
8490,""" And not all adults are able or interested in using the supporting materials with their child",0
8491,"However, just on it's own merits, the CD-Rom does an excellent job of incorporating gameshow type fun and practice sessions that are just the right length (not too long) in order to keep the young set still interested, even wanting to come back for more",0
8492,"My only regret is that I purchased the 2-level program&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Hooked-on-Spanish-Learning-Kit-The-Fun-and-Wasy-Way-to-Teach-your-Child-to-Speak-Spanish-Ages-4-6/dp/B002HU5G82/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Hooked on Spanish Learning Kit (The Fun and Wasy Way to Teach your Child to Speak Spanish) Ages 4-6</a>",0
8493,"It took me a while to finally open the product and download it on my computer, I took a couple of lazy days off",0
8494,"Anyway, When I finally did download it for my 4 year old daughter, whe really seemed to like it",0
8495,I must emphasize that it is very basic,0
8496,"It goes over the numbers, letters, colors, and common words, all which my daughter is familiar with",0
8497,"After learning the word, they can play a game, incorporating the word into the game",0
8498,"This was too confusing for her, so we skipped that part",0
8499,"Otherwise, its a good program for beginners",0
8500,Cannot speak highly enough,0
8501,My 4-year old loves the interactive CD-Rom program,0
8502,"Based on our success with the Spanish curriculum, I've decided to invest in other Hooked on Phonics materials",0
8503,I learn a language best by starting off really small,0
8504,Like kids version small,0
8505,"So, I got this, and it worked the way I wanted it to",1
8506,It was perfect for someone older just learning Spanish for the first time too,1
8507,Cause really when do learn languages we all feel like we are five years old in it,0
8508,I'm planning on passing this down to my neices some time,0
8509,The there was no way to mark your progress on the CD program itself,0
8510,"The map was fine, but some times pending on the situation we'd like a little more",0
8511,The other thing is that the books themselves a,0
8512,"a readers were NOT in Spanish! You had to stare at the back of the book, and then go from there",0
8513,I mean come on,0
8514,"They could change it to Spanish so that we can at least have the kids see how to compare the languages, and then to use them as they progress through Spanish",0
8515,what gives with that? I did like the cat thing though,0
8516,I think this program is wonderful,1
8517,It was just what I was looking for,0
8518,"I have a 3, 5 and 7 year old and it works for all of them",0
8519,I don't feel that the program is too simple at all,-1
8520,It is a basic level and I am learning along as well,0
8521,I really like the computer program so my children can work on their own,1
8522,The flash cards are also handy for a quick review anytime,0
8523,"I will be purchasing more Hooked on Phonics programs in the future!

I should note that I purchased at Big Lots for about $20 and I have seen it on sale in some of the other stores for this price",0
8524,Honestly I would pay the full price as well,0
8525,"I have purchased Hooked on Phonics to teach the kiddos to read and it was perfect!

I had such a good experience with Hooked on Phonics that I thought I would give this Spanish set a try",0
8526,Mistake,-1
8527,"Hooked on Phonics needs to stick with what they do well, teach phonics",0
8528,":)

I tried using this one time but realized that my kids watching Dora the Explorer has taught them more Spanish than this will",0
8529,I can't even give the unused set away on Craigslist,0
8530,"Seriously, don't purchase this",-1
8531,or at least check Craigslist and someone might give you their trash,0
8532,I expected more of a spanish immersion series with songs and activities,0
8533,This course material is mostly in english with few spanish items at end of each course,0
8534,Also the CD is only for Windows systems,0
8535,It will require some extra software if you want to run on a Mac,0
8536,"I bought this for my kids to introduce them to Spanish and we all love it! I thought they wouldn't like it because it is Cd-Roms and not DVDs, but they ask to do their Spanish lessons every day",0
8537,The work book gives great suggestions on practical application lessons that are fun for the whole family,0
8538,My son likes to do the dvds from time to time,0
8539,I think mainly because they're not too taxing,0
8540,"You hear (and possibly learn) a few Spanish words, but mainly it's just cartoon characters talking",0
8541,The books are in English,0
8542,Not sure what the point of them is in a set that is supposedly teaching you Spanish,0
8543,We live in Arizona and though I don't speak Spanish I knew all the words in here simply because they're so common,0
8544,I really feel like this was a waste of money,-1
8545,"A really great set for introducing your kids to Spanish is&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Spanish-for-Kids-Los-Animales/dp/B000XULOPM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Spanish for Kids: Los Animales</a>&nbsp;There are several dvds",0
8546,They're all in Spanish but easy to comprehend even if you don't know any Spanish,0
8547,There is not much out there for teaching spanish to kids,0
8548,"Everything focuses on number 1 thru 10, colors, food, and greetings; which is not learning a language in my opinion",0
8549,"At least there is a little more dialogue in this and my 4 Yr old seems to be able to navigate the program easily, it does get really repetitive but not on the Spanish, instead there is the same English introductions which tend to drag on and cause boredom, and you cannot click past them",0
8550,It did work on my Windows 7 system with no issues,0
8551,There are also story books in English included?,0
8552,This is a great way to teach your child Spanish,1
8553,"Unfortunately, I got so excited about teaching my son Spanish and learning it myself that I bought this way before I would be able to use it with him",0
8554,"But it is very fun and colorful, great animation",1
8555,"very remedial, but if you have ZERO Spanish Language exposure, remedial is perfect",0
8556,My 7 y/o likes it even though he knows the basics already,0
8557,"I like it because he gets practice following directions as well as organizational practice like going from workbook, to DVD, to activity - we do it together, but he ""leads"" the lessons himself",0
8558,This Hooked on Spanish kit is perfect for my Preschooler,0
8559,He asked to learn Spanish and this was the first thing I tried and he really learns a lot of words with it,0
8560,"It is for beginners not for advanced Spanish speakers, but that was what I was looking for anyway",0
8561,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Hooked-on-Spanish-Box-Set-Ages-4-6/dp/1931020752/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Hooked on Spanish Box Set, Ages 4-6</a>THIS PRODUCT IS WAY TO COMPLICATED FOR 4-6 YR",0
8562,OLDS,0
8563,"IT REALLY TAKES AN ADULT TO TAKE TIME TO TEACH THEM,CAUSE IT'S REALLY A LOT A THINGS THAT NEED TO BE TAUGHT",0
8564,THE CHILDREN GET BORED IN TIRED OF TRYIN TO LEARN THE SPANISH,0
8565,"THEY SAY ITS LIKE BEING IN SCHOOL,IN THAT IT SHOULD BE FUN",0
8566,I BOUGHT 2 OF THESE FOR CHRISTMAS FOR MY 4YR,0
8567,"OLD GRANDAUGHTERS,THEY WATCH DORA IN SHE SPEAKS SOME SPANISH ON HER SHOW,SO THEY WANTED TO TALK LIKE DORA",0
8568,"BUT IT IS REALLY GOOD TO TEACH SPANISH,BUT TO A OLDER,AND MORE ADVANCED CHILDREN",1
8569,I bought this as well as Jump Start Spanish,0
8570,"Although Hooked on Spanish is very useful, it's much harder to get the kids to use it compared to Jump Start Spanish as it's kind of dry",0
8571,But I'm still glad I bought Hooked on Spanish because of the flash cards and the way it builds on itself,1
8572,"If you have to choose one, I'd recommend Jump Start Spanish since my kids really enjoy that one and actually ""want"" to play it all the time",0
8573,My kids are 5 and 7,0
8574,Grateful to have a new place to house my Family Tree,1
8575,I am just a simple person who has used RootsMagic over the years and upgraded as they were available,0
8576,Version 6 is my favorite,1
8577,"Sure the newer versions continue to bring me more and more bells and whistles, but Version 6 meets all my needs",0
8578,"If you are just getting started, you will find this program easy to learn and use, yet powerful enough to keep you going for years",0
8579,If you have been doing your family tree for awhile you will appreciate how well thought out the menus and options are,0
8580,I can't really compare to other programs because I have used this company for years,0
8581,I have no business connection with RootsMagic Company,0
8582,"Gift for a relative; I've used RootsMagic 6 (& now 7) for 2 years & find it easy to use, graphically pleasing, & completely satisfactory",0
8583,"You can also get a trial copy for free; the same goes for many other genealogy software, so it's easy to choose which one you like",0
8584,It was just as expected for some new users,0
8585,Thank you,1
8586,could not get the program to load on my computer,0
8588,Great product,1
8589,Easiest Genealogical program,1
8590,I have used it since it came out,0
8591,They were used as gifts so we could all be on the same software,0
8592,They were well received,1
8593,Met all my expectations and read my current GEDCOM'S just fine!!!!!,1
8594,"As of Jun 2015, RootsMagic 6 no longer interfaces with FamilySearch",0
8596,"By avoiding a minor software update to correct the problem, RootsMagic makes version 6 a major disappointment",0
8597,"In today's digital age, an inability to interface with online databases means you'll be typing sources and data by hand for hours",0
8598,What was a decent piece of software is now practically useless,0
8599,This is not what I was originally promised when I bought version 6 two years ago,0
8600,I feel betrayed,-1
8601,Buyer beware,-1
8602,"Everyone at my geonology class loved this but I wasn't able to use on my computer, gave it to one of the ladies at my class",0
8603,she likes it,1
8604,Great price!,1
8605,Roots Magic is the best home genealogy software available today,1
8606,Go to there web site and browse for the abundant help and how-to information and videos,0
8607,"This is a great program!  It was created by the same author as Family Origins which I used for years, then it became unavailable",1
8608,"This is easy to use for beginners, but has capabilities even advanced users will enjoy",1
8609,See also the latest version 7,0
8610,Here are the differences: http://bit,0
8611,"ly/1IP8qhF
Happy tree-building!",0
8612,This item gave a close friend the ability to begin working on their genealogy,0
8613,I bought it for a gift,0
8614,Roots Magic 6,0
8615,good product at a good price,1
8616,Very dependably a classic Roots Magic product!,1
8617,It served its purpose,1
8618,It imported raw data from another program,0
8619,"As a long time user of Roots Magic, this was an easy choice as a gift",0
8620,This was just what I needed to continue researching my family tree,0
8621,I mainly use this tool to perform searches and generate reports from other sources (ie,0
8623,com),0
8624,"The reports (family trees) consistently place children in the wrong chronological order, and spouses out of order (wife 2 before wife1)",0
8625,"The individual's birth dates are shown correctly, but the tool apparently doesn't use the date to sort the information",0
8626,The reports are really quite useless as a result,1
8627,Sad considering date sorting is one of the most basic of software functions,0
8628,How that slipped past testing is really beyond me (the dates being compared are a consistent format),0
8629,"From the blogs I've read they refuse to provide a software update fix, instead you must purchase the next version",0
8630,Haven't read if the new version actually fixed the bug,0
8631,"It does have some nice features, such of showing missing data or signalling possible errors within an individual's data",0
8632,Anyone using Ancestry,0
8633,"com knows there are no good search tools there, so you must use a tool such as RootsMagic to perform searches: for instance if you want to find all people in your tree born in a particular town or who are buried in a particular location",0
8634,"This tool can be used for that, and with some reading and practice you can create a nice report of such searches",0
8635,It's a great program,1
8636,"Full featured, FAST, and very easy to work with",1
8637,I've been using it since RM4 and I still love it,0
8638,"My database has over 50,000 entries and the program has never failed me - not one time",0
8639,"I am a big fan of Roots Magic, have been using all versions since their first (and its predecessor as well, Family Origins)",0
8640,"I've tried other programs, and I agree, this one is the winner, hands down",0
8641,"Version 6 in this offer is a bargain, and you could stick with it for a long time and feel good about it",0
8642,"( I keep upgrading, in part to support their good work",0
8643,")  Beginners can't go wrong here, for sure ;-)",0
8644,Not as user friendly or as good as Family Origins,-1
8645,I sent the program to someone,0
8646,"and I don't know what they think of the program, so I can't rate it",0
8647,Used ver 6 till ver 7 was available,0
8648,Ver 6 was purchased as a gift to my children that might be interested in their beginingings,0
8649,"It is the easiest to use, full-featured genealogy software",1
8650,It synchronizes well with FamilySearch,1
8651,The information is presented in an easy-to-understand display,0
8652,It has all the usual reports that are easily accessed,1
8653,"I have used Personal Ancestral File, Legacy 8",0
8654,"0, FamilyTreeMaker and Ancestral Quest, and I like RootsMagic best",0
8655,"Oddly, I am unable to synchronize Legacy 8",-1
8656,0 to FamilySearch,0
8657,"When I got their tech support, I was told that a lot of users had that problem, and some even had to erase and resinstall Windows to get it to work",0
8658,Way too much work and risk to make Legacy worth it,-1
8659,Great geneology software,0
8660,Easy to use,0
8661,Great program with good support if needed,0
8662,Non better!,0
8663,Not as good as Family Tree,0
8664,This program is indeed working for me,1
8665,It's comprehensive and is loaded with information,1
8666,"Whatever your profession is, if you deal with computers, these are invaluable skills to have at your disposal",0
8667,This is a fine product,1
8668,Very good and instructional,1
8669,Easy to follow and understand,1
8670,Great price too,1
8671,Very poorly made,-1
8672,"Besides tellling people the programs layout, it hardly teaches anything about how to use those programs",0
8673,I learn more from watching some of the YouTube clip than watching this,0
8674,The lesson will suddenly stop before completing a whole sentence,0
8675,One star is for the refund policy,0
8676,Hopefully I'll get my $16 back,0
8677,Don't waste your time & money,-1
8678,You'll be extremely disappointed as me,-1
8679,There's simply No Instruction at all,-1
8680,Update as of 2/12/14: Got my refund back,0
8681,The company changed me $9,0
8682,"82 for restocking fee, plus $3",0
8683,99 for S & H,0
8684,My total refund is $6,0
8685,92 from this useless purchase,0
8686,"Need I say more?

Thanks Amazon for posting my review, so hopefully there won't be more victims like me",1
8687,Each lesson is short and clear,0
8688,I've only listened to 5-7 and I've learned useful information in each one,0
8689,I hope to spend more time,0
8690,This is a great item,1
8691,I wondered what I was really going to get for the price listed,0
8692,I ave to admit my expectations were low ad I figured I was going to be duped,0
8693,Surprise -it's a good deal,0
8694,I recommend,1
8695,"In fact, I keep it in my laptop bag for reference  -better than carrying a heavy book around",0
8696,"**If you found this review helpful, do vote by replying Yes to 'Was this review helpful' **",0
8697,Excellent product,1
8698,I cannot say enough about how GREAT these tutorials are,0
8699,You will not be disappointed,1
8700,I am a very satisfied customer,1
8701,Tons of tutorials that are excellent,1
8702,Would highly recommend to others,1
8703,I couldn't beat the price of the product either,1
8704,"I really like this DVD, I am learning a lot about Microsoft Office 2013, only bummer is I don't have Outlook",1
8705,I highly recommend this,1
8706,This is great to use for improving your skills,1
8707,Taught me a few things that I didn't know,0
8708,Its also good for beginners - very easy to do,1
8709,A useful product that provides a good foundation and understanding of Microsoft Office in a clear and simple manner,1
8710,Excellent for beginners and average users,1
8711,If you're looking for something more challenging this isn't your product,0
8712,I am very pleased with this software,1
8713,The information was presented in a very clear and systematic manner,0
8714,"Just what a ""newby"" to the new Office suite needs!  Very quick delivery too!!",0
8715,This is a powerhouse training video,0
8716,Jam packed with everything you need to learn all the basics on MS Office,0
8717,Very helpful,1
8718,worth the money,1
8719,Easy to learn or brush up with Microsoft 2013,1
8720,"Using this DVD now, it is an excellent clear, thorough, teaching of all the programs",1
8721,I've been trying to find a basic Microsoft Office class in San Francisco for 2 years now,0
8722,"City College offers free ones for non-credit, but my last ""teacher"" only talked about how he was able to fly for free anytime all over the world, bc he also worked for United",0
8723,"He was only ""teaching"" the free classes as a side job for more money, because, well he loved making money",0
8724,"(And he likes to fly to Paris just to eat! Gee golly, that's neat! Now, will that be on the test? Ugh",0
8725,")
I wish I was lying to you",0
8726,"ANYWAYS- after another failed attempt to sit in and join a limited CC free course, I looked online, and brick and mortar location classes are $600+ to just take a basic Word class",0
8727,(This entire city is ridiculous,0
8728,) Then I found this program a week ago,0
8729,"Such a tome of knowledge, and I couldn't be more stoked",0
8730,I love this program,1
